rps cpu_limit req_rate req_latency cpu cpu0 cpu1 cpu2 cpu3 cpu4 cpu5 cpu6 cpu7 cpu8 cpu9 cpu10 cpu11 cpu12 cpu13 cpu14 cpu15 memory_usage 
30 7500m 30.042760509350682 32.24313725490196 72.9 4.6 4.6 4.5 4.6 4.5 4.6 4.5 4.5 4.6 4.6 4.5 4.6 4.6 4.6 4.5 4.5 603.6945816912755
32 7500m 32.04096932421999 32.37019483938915 75.80000000000001 4.7 4.7 4.7 4.7 4.8 4.7 4.8 4.8 4.7 4.8 4.7 4.7 4.8 4.8 4.7 4.7 626.5193630067114
35 7500m 35.03908352063738 31.74565637065637 81.59999999999998 5.1 5.1 5.1 5.2 5.2 5.0 5.1 5.1 5.0 5.1 5.1 5.1 5.1 5.1 5.1 5.1 631.1517328322147
37 7500m 37.04468742195502 32.28288288288288 86.60000000000001 5.4 5.4 5.4 5.4 5.4 5.4 5.5 5.4 5.4 5.5 5.4 5.4 5.3 5.5 5.4 5.4 633.5972510067116
40 7500m 40.04838257043479 32.56442754541614 91.20000000000002 5.7 5.7 5.7 5.6 5.7 5.7 5.7 5.7 5.7 5.7 5.7 5.7 5.7 5.7 5.8 5.7 668.6660621744969
42 7500m 42.05032650740129 33.460887096774194 94.10000000000002 5.9 5.9 5.9 5.9 5.9 5.9 5.8 5.9 5.9 5.8 5.8 5.9 5.9 5.9 5.9 5.9 660.3223864697991
45 7500m 45.052065576099416 37.42375421506182 97.79999999999997 6.1 6.1 6.2 6.1 6.2 6.1 6.1 6.1 6.1 6.1 6.1 6.1 6.1 6.1 6.1 6.1 676.3635732617445
47 7500m 47.033545139737065 48.49767608151591 98.60000000000001 6.1 6.2 6.2 6.2 6.2 6.1 6.2 6.1 6.2 6.2 6.1 6.2 6.1 6.1 6.2 6.2 725.3290678120809
50 7500m 43.330069610664594 5427.033666666666 98.9 6.1 6.2 6.2 6.2 6.1 6.2 6.2 6.2 6.2 6.2 6.2 6.2 6.2 6.3 6.1 6.1 1120.1783412564835
1 8000m 1.0173225011237232 44.3 3.2000000000000006 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 621.8110659865766
3 8000m 3.018280618500316 44.03888888888889 8.6 0.6 0.6 0.6 0.6 0.6 0.5 0.5 0.5 0.5 0.6 0.5 0.5 0.5 0.5 0.5 0.5 557.8819487785238
5 8000m 5.018888268470056 42.86333333333334 12.200000000000003 0.7 0.7 0.7 0.8 0.8 0.8 0.7 0.7 0.7 0.8 0.8 0.8 0.8 0.8 0.8 0.8 562.2621677037035
7 8000m 7.018193868817477 42.207142857142856 19.499999999999996 1.2 1.2 1.2 1.2 1.2 1.3 1.2 1.2 1.3 1.2 1.2 1.2 1.2 1.3 1.2 1.2 564.9856910604027
10 8000m 10.021473522038402 41.3597972972973 26.699999999999996 1.7 1.7 1.7 1.6 1.6 1.7 1.6 1.6 1.7 1.7 1.7 1.7 1.7 1.6 1.7 1.7 566.6110470872485
12 8000m 12.022909726078623 40.719718309859154 31.299999999999997 2.0 1.9 2.0 2.0 1.9 2.0 1.9 1.9 2.0 1.9 2.0 1.9 2.0 2.0 1.9 2.0 569.3045931812081
15 8000m 15.030947009763592 39.56692913385827 37.89999999999999 2.4 2.5 2.3 2.3 2.3 2.3 2.3 2.4 2.4 2.4 2.3 2.4 2.4 2.4 2.4 2.4 586.6130394074074
18 8000m 18.025352067864198 38.24554826616682 44.89999999999999 2.8 2.8 2.8 2.8 2.8 2.8 2.8 2.8 2.9 2.8 2.8 2.7 2.9 2.8 2.8 2.8 590.0133369127515
20 8000m 20.027876901999278 36.89416666666666 49.80000000000001 3.1 3.2 3.1 3.1 3.2 3.2 3.1 3.0 3.1 3.1 3.1 3.1 3.2 3.1 3.0 3.1 589.3739897986579
22 8000m 22.028960652300785 35.67709923664122 52.89999999999999 3.4 3.3 3.3 3.3 3.3 3.3 3.3 3.3 3.3 3.3 3.4 3.3 3.3 3.2 3.3 3.3 589.2496940671141
25 8000m 25.03249651793533 34.16901408450704 58.90000000000002 3.6 3.6 3.7 3.7 3.6 3.7 3.7 3.7 3.7 3.7 3.7 3.7 3.7 3.7 3.7 3.7 589.193655838926
27 8000m 27.03152861136202 33.324441687344915 62.89999999999999 3.9 3.9 4.0 3.9 3.9 4.0 3.9 4.0 3.9 3.9 4.0 3.9 3.9 3.9 3.9 4.0 590.0489913557044
30 8000m 30.042272600190525 32.16170690623245 67.30000000000003 4.2 4.2 4.2 4.2 4.2 4.3 4.2 4.2 4.2 4.2 4.2 4.2 4.2 4.2 4.2 4.2 590.1955539328859
32 8000m 32.03819986801231 31.140763997906856 72.1 4.5 4.6 4.5 4.5 4.4 4.5 4.5 4.5 4.5 4.5 4.5 4.6 4.5 4.5 4.5 4.5 626.3729516241607
35 8000m 35.0413189425487 31.635621699471915 77.39999999999999 4.8 4.9 4.9 4.8 4.8 4.8 4.8 4.9 4.9 4.8 4.8 4.9 4.8 4.8 4.9 4.8 629.6749461476508
37 8000m 37.04595664847364 32.04572204617474 80.89999999999999 5.1 5.1 5.0 5.2 5.0 5.0 5.1 5.0 5.1 5.0 5.0 5.0 5.1 5.1 5.1 5.0 644.2586854228188
40 8000m 40.04739185574198 32.414345991561184 85.09999999999998 5.3 5.3 5.3 5.4 5.3 5.4 5.3 5.3 5.4 5.3 5.3 5.3 5.3 5.3 5.3 5.3 649.26039624161
42 8000m 42.04296680402356 32.98569725864124 89.39999999999999 5.6 5.5 5.5 5.6 5.7 5.6 5.6 5.6 5.6 5.5 5.6 5.6 5.7 5.5 5.6 5.6 659.4796413422823
45 8000m 45.049161670654186 33.480790749720256 94.00000000000001 5.8 5.9 5.9 5.9 5.9 5.9 5.9 5.8 5.9 5.8 5.9 5.8 5.9 5.9 5.9 5.9 660.8353486174498
47 8000m 47.05543103234873 33.80840455840456 96.79999999999998 6.0 6.1 6.1 6.1 6.0 6.0 6.1 6.1 6.0 6.0 6.1 6.0 6.0 6.1 6.0 6.1 665.3382133691275
50 8000m 50.047979683288276 39.77972381273156 98.70000000000003 6.2 6.2 6.2 6.1 6.1 6.2 6.1 6.2 6.1 6.1 6.2 6.2 6.2 6.2 6.2 6.2 679.1483034630874
1 8500m 1.0173015856243341 43.15 2.8000000000000007 0.2 0.2 0.2 0.2 0.1 0.2 0.2 0.1 0.1 0.2 0.2 0.2 0.2 0.2 0.1 0.2 625.4911570469794
3 8500m 3.0182200264065573 43.36666666666667 8.1 0.5 0.5 0.5 0.5 0.6 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 553.9948675016838
5 8500m 5.019639775090213 43.358108108108105 11.199999999999998 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 557.2056414496645
7 8500m 7.01964902385333 42.13701923076923 17.9 1.1 1.1 1.1 1.1 1.1 1.2 1.1 1.1 1.2 1.1 1.1 1.1 1.1 1.1 1.2 1.1 561.9023239731545
10 8500m 10.02202680602341 41.87437185929648 25.200000000000003 1.6 1.6 1.6 1.6 1.6 1.6 1.5 1.6 1.6 1.6 1.5 1.6 1.6 1.5 1.6 1.5 559.359882774411
12 8500m 12.023640224977253 40.57263751763047 29.200000000000003 1.9 1.9 1.8 1.8 1.8 1.8 1.8 1.8 1.9 1.8 1.8 1.8 1.9 1.8 1.8 1.8 561.728642577181
15 8500m 15.025243941821202 39.570462232243514 36.400000000000006 2.3 2.3 2.2 2.3 2.3 2.3 2.2 2.3 2.3 2.2 2.3 2.3 2.3 2.3 2.3 2.2 561.7445592483217
18 8500m 18.026395819573107 38.207635009310984 42.300000000000004 2.7 2.6 2.7 2.6 2.6 2.6 2.6 2.7 2.6 2.7 2.6 2.7 2.6 2.7 2.7 2.6 562.4644518657714
20 8500m 20.028336625080783 37.09607351712615 46.89999999999999 2.9 2.9 2.9 2.9 3.0 2.9 2.9 2.9 3.0 2.9 3.0 3.0 3.0 2.9 2.9 2.9 561.4542243221473
22 8500m 22.029074393984168 35.765957446808514 50.30000000000001 3.1 3.1 3.1 3.2 3.1 3.2 3.2 3.1 3.2 3.1 3.2 3.2 3.1 3.2 3.1 3.1 567.4904088053689
25 8500m 25.028808505283692 34.14218958611482 56.0 3.5 3.5 3.5 3.5 3.5 3.4 3.5 3.5 3.5 3.5 3.5 3.5 3.6 3.5 3.5 3.5 583.5056451006704
27 8500m 27.034235645316574 33.291407222914074 58.80000000000002 3.7 3.7 3.7 3.7 3.7 3.6 3.7 3.7 3.6 3.7 3.7 3.6 3.7 3.7 3.6 3.7 585.1461755704704
30 8500m 30.040920040649212 32.1540191118606 64.10000000000001 4.1 4.0 4.0 4.0 4.0 4.0 4.1 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 3.9 623.0316602416109
32 8500m 32.04179006853242 32.379256155055 67.40000000000002 4.3 4.2 4.2 4.2 4.2 4.2 4.3 4.2 4.2 4.2 4.2 4.2 4.2 4.2 4.2 4.2 629.3731479194629
35 8500m 35.03958263655002 31.55481410867493 73.5 4.6 4.6 4.6 4.6 4.5 4.6 4.6 4.6 4.6 4.6 4.6 4.6 4.6 4.6 4.6 4.6 630.9794809127525
37 8500m 37.04086021518406 31.881147540983605 75.9 4.7 4.7 4.8 4.7 4.8 4.8 4.7 4.8 4.7 4.7 4.8 4.7 4.7 4.7 4.8 4.8 632.5213225234894
40 8500m 40.05304684220751 32.883523930537905 80.89999999999999 5.0 5.1 5.1 5.1 5.0 5.0 5.1 5.1 5.0 5.1 5.1 5.0 5.0 5.1 5.1 5.0 688.0145078120805
42 8500m 42.04746069338311 33.051772202309834 84.3 5.2 5.3 5.3 5.2 5.3 5.3 5.3 5.2 5.3 5.3 5.2 5.3 5.3 5.3 5.2 5.3 697.78513095302
45 8500m 45.04884334073844 33.35854653318502 88.79999999999998 5.5 5.6 5.6 5.5 5.6 5.5 5.6 5.5 5.6 5.5 5.5 5.5 5.6 5.5 5.6 5.6 701.1218590067115
47 8500m 47.04139490886677 33.46737588652482 91.30000000000003 5.7 5.7 5.7 5.7 5.7 5.7 5.7 5.7 5.7 5.7 5.7 5.7 5.7 5.7 5.8 5.7 700.781506147651
50 8500m 50.04855586485042 33.3024587403166 93.9 5.8 5.9 6.0 5.9 5.9 5.9 5.9 5.8 5.8 5.8 5.8 5.9 5.9 5.9 5.9 5.8 701.7715835704699
1 9000m 1.0173502909169492 46.166666666666664 3.2000000000000006 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 624.7514029530198
3 9000m 3.0181198596418772 43.57222222222222 7.800000000000001 0.5 0.5 0.5 0.5 0.4 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.4 555.8455770201341
5 9000m 5.0186344595419845 42.66442953020134 11.199999999999998 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 561.2930508456378
7 9000m 7.019305440507329 42.124105011933175 17.5 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.0 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 561.8176137449664
10 9000m 10.020991157269375 41.23737373737374 23.799999999999997 1.5 1.5 1.4 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.4 566.7940888053694
12 9000m 12.022114763279768 40.433802816901405 27.7 1.7 1.7 1.7 1.7 1.7 1.8 1.7 1.8 1.7 1.8 1.8 1.7 1.7 1.7 1.7 1.8 568.3893837575758
15 9000m 15.02214445869552 39.7072625698324 34.0 2.1 2.1 2.2 2.1 2.1 2.1 2.1 2.1 2.1 2.0 2.2 2.2 2.1 2.2 2.2 2.1 568.7246105771816
18 9000m 18.028830838837965 38.222429906542054 40.0 2.6 2.5 2.5 2.5 2.4 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 567.437490684564
20 9000m 20.029463256309526 37.159832635983264 43.699999999999996 2.8 2.7 2.7 2.7 2.7 2.8 2.7 2.7 2.8 2.7 2.7 2.7 2.7 2.8 2.8 2.7 585.9733613959731
22 9000m 22.0317350135048 35.75846153846154 46.899999999999984 3.0 3.0 3.0 2.9 2.9 2.9 2.9 2.9 2.9 3.0 3.0 3.0 2.9 2.9 2.9 2.8 588.4553999463085
25 9000m 25.030599170773034 34.04969778374748 51.8 3.2 3.2 3.2 3.2 3.2 3.2 3.3 3.3 3.2 3.2 3.3 3.3 3.2 3.2 3.3 3.3 590.8549824429529
27 9000m 27.030711602526527 33.2905824039653 55.8 3.5 3.5 3.5 3.5 3.5 3.5 3.4 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.4 3.5 592.405730791946
30 9000m 30.031549024554156 32.15744920993228 60.2 3.8 3.7 3.8 3.7 3.8 3.8 3.8 3.8 3.7 3.8 3.7 3.8 3.7 3.8 3.7 3.8 631.7719744429527
32 9000m 32.04827984518811 31.13068783068783 63.6 4.0 3.9 3.9 4.0 4.0 4.0 3.9 4.0 3.9 4.0 4.0 4.0 4.0 4.0 4.0 4.0 648.9321664429531
35 9000m 35.036939892449595 31.625714285714285 69.29999999999998 4.3 4.4 4.3 4.3 4.4 4.4 4.4 4.3 4.3 4.3 4.3 4.3 4.3 4.4 4.3 4.3 650.601602577181
37 9000m 37.04033571242316 31.933726736268724 71.8 4.5 4.4 4.5 4.5 4.5 4.5 4.5 4.5 4.6 4.5 4.5 4.4 4.5 4.5 4.4 4.5 644.5495976375837
40 9000m 40.04488423516384 32.77426160337553 76.10000000000001 4.7 4.8 4.7 4.8 4.8 4.8 4.7 4.8 4.8 4.8 4.7 4.8 4.7 4.8 4.7 4.7 657.8856238389259
42 9000m 42.04491236565545 32.987271280827365 79.5 5.0 5.0 5.0 4.9 5.0 4.9 5.0 5.0 4.9 5.0 5.0 5.0 5.0 4.9 5.0 4.9 655.1615776644296
45 9000m 45.049039239790396 33.287574404761905 83.50000000000001 5.2 5.2 5.2 5.2 5.2 5.2 5.2 5.3 5.2 5.2 5.2 5.2 5.3 5.2 5.2 5.3 662.8111875436248
47 9000m 47.052374122713644 33.54591285559957 85.09999999999998 5.3 5.4 5.3 5.3 5.3 5.4 5.3 5.3 5.3 5.3 5.3 5.3 5.3 5.3 5.3 5.4 678.0851577986574
50 9000m 50.06037560591145 33.1993265993266 88.79999999999998 5.5 5.5 5.6 5.6 5.5 5.5 5.6 5.5 5.5 5.6 5.5 5.6 5.6 5.6 5.5 5.6 699.4440521879195
1 9500m 1.0172931016160072 46.31666666666667 2.3000000000000007 0.1 0.2 0.2 0.2 0.2 0.1 0.2 0.2 0.1 0.1 0.1 0.1 0.2 0.1 0.1 0.1 626.5586323758387
3 9500m 3.018033063106066 43.5 7.000000000000002 0.4 0.4 0.4 0.5 0.5 0.5 0.4 0.5 0.4 0.5 0.5 0.4 0.4 0.4 0.4 0.4 556.7500782818786
5 9500m 5.01894517420162 43.5 11.799999999999999 0.7 0.7 0.7 0.7 0.7 0.8 0.7 0.8 0.8 0.7 0.8 0.8 0.7 0.7 0.7 0.8 557.7472206174498
7 9500m 7.019042188484478 42.243436754176614 16.2 1.0 1.0 1.0 1.0 1.1 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.1 556.8952938523491
10 9500m 10.021843392521228 41.693086003372684 22.399999999999995 1.4 1.3 1.4 1.4 1.4 1.4 1.4 1.5 1.4 1.4 1.4 1.4 1.4 1.4 1.4 1.4 560.6668714093963
12 9500m 12.024828787416586 40.803646563814866 25.700000000000003 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.7 562.9410585771808
15 9500m 15.023432733920338 39.702460850111855 32.1 2.0 2.1 2.0 2.0 2.0 2.0 2.0 2.0 2.1 2.0 2.0 2.0 1.9 2.0 2.0 2.0 558.5717536644297
18 9500m 18.02453546577889 38.172541743970314 37.99999999999999 2.4 2.4 2.4 2.4 2.4 2.3 2.4 2.4 2.4 2.4 2.3 2.3 2.4 2.4 2.3 2.4 562.9853998389261
20 9500m 20.025935146375733 37.36748518204911 41.2 2.6 2.6 2.6 2.6 2.6 2.6 2.6 2.5 2.6 2.6 2.5 2.5 2.6 2.6 2.6 2.5 562.7169056644298
22 9500m 22.026888234709006 35.96335877862595 45.099999999999994 2.8 2.8 2.8 2.8 2.8 2.8 2.8 2.8 2.9 2.8 2.8 2.8 2.9 2.8 2.9 2.8 583.2298523489931
25 9500m 25.027950853552568 34.256513026052104 49.70000000000001 3.2 3.1 3.1 3.0 3.1 3.1 3.2 3.0 3.1 3.1 3.1 3.1 3.1 3.1 3.2 3.1 586.5934243221478
27 9500m 27.03508496045155 33.438042131350684 52.899999999999984 3.3 3.3 3.3 3.3 3.3 3.3 3.3 3.3 3.3 3.4 3.3 3.3 3.3 3.3 3.3 3.3 589.364794416107
30 9500m 30.029450650506398 32.20333333333333 57.600000000000016 3.6 3.6 3.6 3.5 3.6 3.6 3.6 3.6 3.7 3.6 3.6 3.6 3.6 3.6 3.6 3.6 586.0499346040261
32 9500m 32.03503946604046 32.14091858037578 60.0 3.8 3.8 3.7 3.7 3.8 3.7 3.7 3.8 3.7 3.7 3.8 3.8 3.7 3.7 3.8 3.8 587.1566793020137
35 9500m 35.04124109437344 31.70019249278152 64.4 4.0 4.1 4.0 4.0 4.0 4.0 4.0 4.1 4.0 4.0 4.1 4.0 4.0 4.0 4.1 4.0 611.6495360000004
37 9500m 37.047002081654654 32.0573881608676 68.39999999999998 4.3 4.3 4.3 4.2 4.3 4.2 4.2 4.3 4.3 4.3 4.3 4.2 4.3 4.3 4.3 4.3 651.8421820134228
40 9500m 40.046264444946175 33.368776371308016 71.9 4.4 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 652.8266514899333
42 9500m 42.04231943777426 33.07645875251509 74.10000000000001 4.6 4.6 4.6 4.7 4.6 4.6 4.6 4.6 4.6 4.6 4.6 4.7 4.7 4.7 4.6 4.7 649.5270485906041
45 9500m 45.04530858802945 33.42557180352456 78.30000000000001 4.9 4.9 4.9 4.9 4.9 4.8 4.9 4.9 4.9 4.9 4.9 4.9 4.9 4.9 4.9 4.9 658.9993647248328
47 9500m 47.044811452617516 33.621228257011005 81.69999999999999 5.1 5.1 5.1 5.1 5.1 5.1 5.1 5.1 5.1 5.1 5.1 5.1 5.2 5.1 5.1 5.1 665.9996623892621
50 9500m 50.05018124563947 33.247564662411826 84.59999999999998 5.3 5.3 5.3 5.3 5.3 5.3 5.2 5.3 5.3 5.3 5.3 5.3 5.3 5.3 5.2 5.3 678.0678391409396
1 10000m 1.017293979647911 43.88333333333333 2.0000000000000004 0.2 0.1 0.1 0.1 0.2 0.1 0.1 0.1 0.1 0.2 0.1 0.1 0.1 0.1 0.1 0.2 628.5387047516774
3 10000m 3.0178246337786803 43.33888888888889 6.600000000000001 0.4 0.4 0.4 0.4 0.4 0.5 0.4 0.4 0.4 0.4 0.5 0.4 0.4 0.4 0.4 0.4 547.1731354630871
5 10000m 5.018888671302943 43.486577181208055 11.7 0.8 0.7 0.7 0.7 0.8 0.7 0.7 0.7 0.7 0.8 0.7 0.8 0.8 0.7 0.7 0.7 550.9462160808081
7 10000m 7.019775477581258 42.29879518072289 15.300000000000002 1.0 1.0 0.9 0.9 1.0 0.9 1.0 0.9 1.0 1.0 0.9 1.0 0.9 0.9 1.0 1.0 557.9635251543622
10 10000m 10.020437469900223 41.21979865771812 21.4 1.3 1.3 1.4 1.3 1.4 1.3 1.3 1.3 1.3 1.4 1.3 1.4 1.3 1.4 1.4 1.3 558.7481565637585
12 10000m 12.021787331221784 41.241573033707866 25.000000000000007 1.6 1.6 1.5 1.6 1.6 1.5 1.5 1.5 1.6 1.6 1.5 1.6 1.6 1.6 1.5 1.6 559.8219545771808
15 10000m 15.024116168531714 39.55233853006681 30.49999999999999 1.9 1.9 2.0 1.9 1.9 1.9 1.9 1.9 1.9 1.9 1.9 1.9 1.9 1.9 1.9 1.9 560.3107064242425
18 10000m 18.02562154795827 38.18045112781955 35.6 2.3 2.3 2.2 2.2 2.2 2.2 2.2 2.2 2.3 2.2 2.2 2.2 2.3 2.2 2.2 2.2 566.8695624161073
20 10000m 20.024478942273067 37.13182199832074 39.4 2.5 2.5 2.4 2.5 2.4 2.4 2.5 2.4 2.5 2.5 2.5 2.5 2.4 2.4 2.5 2.5 569.2500119194631
22 10000m 22.029855231726824 35.7532667179093 42.10000000000001 2.6 2.6 2.6 2.6 2.6 2.7 2.6 2.7 2.6 2.6 2.7 2.6 2.7 2.6 2.6 2.7 571.9095942013423
25 10000m 25.028936295088908 34.16845637583893 46.89999999999999 2.9 3.0 3.0 2.9 3.0 3.0 2.9 2.9 2.9 2.9 2.9 2.9 2.9 2.9 3.0 2.9 592.2946439731545
27 10000m 27.036972141588315 33.38519447929737 49.600000000000016 3.1 3.1 3.1 3.1 3.1 3.0 3.1 3.1 3.1 3.1 3.1 3.1 3.1 3.1 3.1 3.2 646.8860082684564
30 10000m 30.037247079423178 32.17581187010079 54.39999999999999 3.4 3.4 3.4 3.4 3.4 3.5 3.4 3.3 3.4 3.4 3.4 3.4 3.4 3.4 3.4 3.4 651.353795865772
32 10000m 32.031354600040984 32.22834645669291 57.30000000000001 3.6 3.6 3.6 3.6 3.5 3.6 3.6 3.6 3.6 3.6 3.6 3.6 3.6 3.5 3.6 3.5 650.612832214765
35 10000m 35.04524461254908 31.614026717557252 62.09999999999998 3.9 3.9 3.9 3.9 3.8 3.9 3.9 3.9 3.9 3.9 3.9 3.9 3.9 3.8 3.9 3.8 653.4301104966447
37 10000m 37.04063347052993 32.06454545454545 64.6 4.0 4.1 4.0 4.1 4.0 4.1 4.1 4.0 4.1 4.0 4.0 4.0 4.0 4.0 4.0 4.1 655.8433967248322
40 10000m 40.04469941683033 32.33026370866472 68.99999999999999 4.3 4.3 4.3 4.3 4.3 4.3 4.3 4.3 4.4 4.3 4.3 4.3 4.3 4.3 4.4 4.3 660.0872650738249
42 10000m 42.0502355357311 33.11200321156162 71.1 4.4 4.5 4.4 4.5 4.5 4.4 4.4 4.4 4.5 4.4 4.4 4.4 4.5 4.5 4.5 4.4 663.6189104966446
45 10000m 45.04503981961508 33.4277108433735 74.50000000000001 4.7 4.6 4.7 4.6 4.7 4.7 4.6 4.6 4.6 4.7 4.7 4.6 4.6 4.7 4.7 4.7 683.4869845906039
47 10000m 47.05293524900188 33.57260078487335 77.19999999999997 4.8 4.9 4.9 4.8 4.8 4.8 4.8 4.8 4.8 4.8 4.9 4.8 4.9 4.8 4.8 4.8 685.3873361610737
50 10000m 50.04330071845839 33.255412719891744 79.6 4.9 5.0 5.0 5.0 4.9 5.0 4.9 5.0 5.0 5.0 5.0 4.9 5.0 5.0 5.0 5.0 687.0259698255034
1 10500m 1.0173470144401409 44.81666666666667 1.6000000000000003 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 628.2889843501682
3 10500m 3.0182090094729626 43.022346368715084 6.400000000000001 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 569.4665088859061
5 10500m 5.01922652627033 42.86531986531987 10.999999999999996 0.7 0.7 0.7 0.7 0.7 0.6 0.7 0.7 0.7 0.7 0.6 0.7 0.7 0.7 0.7 0.7 574.066907919463
7 10500m 7.019429292211147 42.36778846153846 14.500000000000004 0.9 1.0 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 580.5114828456379
10 10500m 10.021913233111025 41.15436241610738 20.700000000000006 1.3 1.3 1.3 1.3 1.3 1.3 1.2 1.3 1.3 1.3 1.3 1.3 1.3 1.3 1.3 1.3 578.1540561610739
12 10500m 12.02304497210043 40.23562412342216 23.799999999999997 1.4 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.4 582.2162023087249
15 10500m 15.023682402079398 39.498873873873876 28.500000000000004 1.8 1.8 1.8 1.8 1.8 1.8 1.7 1.8 1.8 1.8 1.8 1.8 1.7 1.7 1.8 1.8 582.4763120536917
18 10500m 18.028786932838578 38.2406015037594 33.70000000000001 2.1 2.1 2.2 2.1 2.1 2.1 2.1 2.1 2.1 2.1 2.1 2.1 2.1 2.1 2.1 2.1 604.925388456376
20 10500m 20.02564225139424 37.21589958158996 37.69999999999999 2.4 2.4 2.4 2.3 2.4 2.4 2.3 2.4 2.4 2.4 2.4 2.3 2.3 2.3 2.3 2.3 604.8717555973155
22 10500m 22.02946168028839 35.82555470543229 40.400000000000006 2.5 2.6 2.5 2.5 2.5 2.6 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.6 2.6 2.5 605.13523285906
25 10500m 25.031487564501848 34.07271514342895 44.89999999999999 2.8 2.8 2.8 2.8 2.8 2.8 2.8 2.8 2.9 2.8 2.8 2.8 2.8 2.8 2.8 2.8 607.1285966174497
27 10500m 27.03139423386313 33.35585864848109 47.9 3.0 3.0 3.0 2.9 3.0 2.9 3.0 3.0 3.0 3.0 3.0 3.1 3.0 3.0 3.0 3.0 625.6728242684567
30 10500m 30.02878065024456 32.104527669088874 51.900000000000006 3.2 3.2 3.2 3.3 3.3 3.3 3.2 3.3 3.2 3.2 3.2 3.2 3.2 3.3 3.3 3.3 627.946502872483
32 10500m 32.03447847151793 32.22292657157951 53.69999999999999 3.3 3.4 3.3 3.4 3.4 3.3 3.3 3.3 3.4 3.4 3.4 3.4 3.4 3.3 3.4 3.3 629.9236063355704
35 10500m 35.03660474131106 31.561623972933784 58.70000000000002 3.7 3.7 3.7 3.6 3.7 3.7 3.7 3.7 3.7 3.6 3.6 3.7 3.6 3.7 3.7 3.6 631.6324767785228
37 10500m 37.03979042714389 32.09136592051165 60.899999999999984 3.8 3.8 3.8 3.8 3.8 3.8 3.8 3.8 3.8 3.8 3.9 3.8 3.8 3.8 3.8 3.8 633.3148469261748
40 10500m 40.045763386942106 33.09737510584251 64.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 653.4177125369127
42 10500m 42.04787267617581 33.09289400555776 68.1 4.3 4.2 4.3 4.2 4.2 4.2 4.3 4.3 4.3 4.2 4.2 4.3 4.3 4.2 4.3 4.3 669.9041537718123
45 10500m 45.04895567915916 33.37290658727205 71.8 4.5 4.5 4.5 4.5 4.5 4.4 4.5 4.5 4.4 4.5 4.5 4.5 4.5 4.5 4.5 4.5 688.4495360000004
47 10500m 47.046655738018494 33.48510638297872 73.7 4.6 4.6 4.6 4.6 4.6 4.6 4.6 4.6 4.6 4.6 4.6 4.6 4.7 4.6 4.6 4.6 684.9692417718121
50 10500m 50.05410015302879 33.12976588628762 76.59999999999998 4.7 4.8 4.8 4.8 4.8 4.8 4.8 4.8 4.8 4.8 4.8 4.8 4.8 4.7 4.8 4.8 695.8375929127519
1 11000m 1.0174052024412892 44.65 1.6000000000000003 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 622.6765040536908
3 11000m 3.0178265564248488 43.53888888888889 6.400000000000001 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 541.563127409396
