rps,cpu_limit,req_rate,req_latency,cpu,cpu0,cpu1,cpu2,cpu3,cpu4,cpu5,cpu6,cpu7,cpu8,cpu9,cpu10,cpu11,cpu12,cpu13,cpu14,cpu15,memory_usage
20.0,12.0,20.025842891752173,37.076150627615064,32.80000000000001,2.0,2.0,2.0,2.0,2.0,2.0,2.1,2.0,2.0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,597.1895289127514
22.0,12.0,22.027515684000345,35.71667936024372,35.4,2.2,2.2,2.2,2.3,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.3,2.2,2.2,2.2,600.0467088322151
25.0,12.0,25.029575048767654,34.20805369127517,38.99999999999999,2.5,2.4,2.4,2.5,2.4,2.5,2.4,2.4,2.4,2.5,2.5,2.4,2.5,2.4,2.4,2.4,614.6515741208052
27.0,12.0,27.02882934431576,33.374611076540134,41.60000000000001,2.7,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.5,2.6,612.0456796778533
30.0,12.0,30.041839691808345,32.13021420518602,44.89999999999999,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.9,2.8,656.7407093691273
32.0,12.0,32.03969733808983,31.170795993674222,47.8,3.0,3.0,2.9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9,662.6763081879196
35.0,12.0,35.04032195128326,31.729638554216866,51.20000000000001,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,682.6492151409401
37.0,12.0,37.04132514684649,32.168339416058394,53.69999999999998,3.4,3.3,3.3,3.4,3.3,3.4,3.4,3.4,3.3,3.3,3.3,3.4,3.4,3.3,3.4,3.4,684.5974679194627
40.0,12.0,40.042726395965744,33.15142617449664,56.80000000000001,3.5,3.5,3.5,3.6,3.6,3.6,3.6,3.5,3.5,3.5,3.6,3.6,3.5,3.5,3.6,3.6,688.4571919463084
42.0,12.0,42.04677224394413,33.058087938684956,58.90000000000002,3.7,3.6,3.6,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.6,3.7,3.7,3.7,3.7,682.6703686442951
45.0,12.0,45.046820781754455,33.41218236173393,62.399999999999984,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,697.3930420402684
47.0,12.0,47.04385974983833,33.52299465240642,64.30000000000001,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.1,4.0,4.0,4.1,4.0,4.0,4.0,4.1,4.0,703.2112038657718
50.0,12.0,50.05637891977692,33.17289719626168,67.20000000000002,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,711.4926423624163
1.0,12.0,1.0173003336698045,43.166666666666664,1.6000000000000003,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,640.690615838926
3.0,12.0,3.0176755885654982,43.17877094972067,5.3999999999999995,0.3,0.4,0.4,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.4,0.3,563.1433317710446
5.0,12.0,5.018734746827058,42.9695945945946,8.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,569.0746707609428
7.0,12.0,7.0199652491099025,42.26442307692308,12.600000000000001,0.8,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.8,0.8,571.817004821549
10.0,12.5,10.02146749864154,41.15397631133672,16.9,1.1,1.0,1.1,1.0,1.1,1.0,1.0,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.1,1.1,574.9313975838929
12.0,12.5,12.022789081526048,40.29763560500695,20.500000000000007,1.3,1.3,1.2,1.2,1.3,1.2,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,574.2022697373737
15.0,12.5,15.025053376761333,39.51950947603122,24.3,1.6,1.5,1.5,1.6,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.6,575.8225387382548
18.0,12.5,18.025156495123436,38.20925925925926,28.900000000000006,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.8,1.8,1.8,1.8,1.8,577.1414782281879
20.0,12.5,20.026618101888225,37.01754385964912,32.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,577.0181996241612
22.0,12.5,22.02714764599586,35.619192688499616,33.70000000000001,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,579.2470284026845
25.0,12.5,25.028142285332876,34.25,37.39999999999999,2.3,2.4,2.3,2.3,2.4,2.4,2.3,2.3,2.4,2.3,2.4,2.3,2.4,2.3,2.3,2.3,599.76642147651
27.0,12.5,27.030866728924583,33.23325062034739,40.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,598.1801148993279
30.0,12.5,30.037420416533102,32.21873247335951,43.20000000000001,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,632.4179741208053
32.0,12.5,32.041643032563705,31.25694808599895,46.29999999999999,2.9,2.9,2.9,2.9,2.9,2.8,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,657.5271276241614
35.0,12.5,35.04084959925991,31.61431316042267,49.500000000000014,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,658.808928214765
37.0,12.5,37.04507309984807,32.04787714543812,51.70000000000001,3.2,3.2,3.3,3.3,3.3,3.2,3.2,3.3,3.2,3.2,3.2,3.2,3.3,3.2,3.2,3.2,665.3245646174496
40.0,12.5,40.051508477647154,32.92359645420009,54.399999999999984,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,683.404872161074
42.0,12.5,42.046291983286416,32.96024096385542,56.6,3.5,3.6,3.6,3.6,3.5,3.5,3.6,3.6,3.6,3.5,3.5,3.5,3.5,3.5,3.5,3.5,680.5579047516779
45.0,12.5,45.050397396391304,33.38878504672897,59.7,3.8,3.8,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.8,3.7,3.7,3.8,3.7,3.7,3.8,680.2295100134226
47.0,12.5,47.04582762175243,33.51677373304782,61.999999999999986,3.8,3.9,3.8,3.8,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.8,3.9,684.1974344161073
50.0,12.5,50.05885229827636,33.13443955299695,63.699999999999996,3.9,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.9,3.9,4.0,4.0,4.0,4.0,4.0,4.0,684.9842925100666
1.0,13.0,1.0172860332263505,44.266666666666666,1.6000000000000003,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,641.6366543892611
3.0,13.0,3.0177799446331934,43.11666666666667,4.899999999999999,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,580.6092233020129
5.0,13.0,5.018564842069536,42.47826086956522,9.499999999999998,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,587.6746858523481
7.0,13.0,7.019736552042449,42.26201923076923,11.799999999999999,0.7,0.7,0.8,0.7,0.7,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.8,0.8,0.7,0.7,586.7872642154879
10.0,13.0,10.020788018294166,41.178451178451176,16.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,588.2850035973153
12.0,13.0,12.025562453406653,40.98597475455821,19.199999999999996,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,590.5833184107747
15.0,13.0,15.024842122511028,39.699776785714285,23.8,1.5,1.5,1.4,1.4,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,593.3362237852344
18.0,13.0,18.02457086451056,38.28999064546305,27.499999999999993,1.7,1.7,1.8,1.8,1.7,1.7,1.7,1.7,1.8,1.7,1.7,1.7,1.7,1.7,1.7,1.7,595.6935680000006
20.0,13.0,20.028147607282236,36.96290050590219,30.29999999999999,1.9,1.9,1.8,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,612.6348301744968
22.0,13.0,22.030416289746142,35.92697924673328,32.300000000000004,2.0,2.0,2.0,2.1,2.0,2.0,2.0,2.0,2.0,2.1,2.1,2.0,2.0,2.0,2.0,2.0,618.1046670604032
25.0,13.0,25.03426198656008,34.241588156123825,36.599999999999994,2.3,2.2,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.2,2.3,2.3,2.3,621.3447542550335
27.0,13.0,27.036016765963083,33.2605459057072,38.39999999999999,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,641.6848717315436
30.0,13.0,30.03859818931301,32.057464788732396,41.60000000000001,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,646.2510595436238
32.0,13.0,32.03635460633147,32.18095739084692,44.00000000000001,2.8,2.8,2.8,2.8,2.8,2.7,2.8,2.7,2.7,2.8,2.7,2.7,2.7,2.8,2.7,2.7,664.293733369127
35.0,13.0,35.044364220560205,31.61578947368421,47.699999999999996,3.0,3.0,2.9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9,2.9,3.0,3.0,669.2698922953016
37.0,13.0,37.041558812063606,32.071686203787195,49.90000000000001,3.1,3.1,3.1,3.2,3.1,3.1,3.1,3.1,3.1,3.2,3.1,3.1,3.1,3.1,3.2,3.1,672.2032193288587
40.0,13.0,40.03885931316856,32.44060657118787,52.69999999999999,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.2,686.8933446442957
42.0,13.0,42.04119975360927,33.00399680255796,54.59999999999999,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.5,3.4,3.4,3.4,3.5,3.4,3.4,3.4,3.4,685.7569383087249
45.0,13.0,45.05259642464916,33.43859649122807,57.600000000000016,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,720.8271514630877
47.0,13.0,47.04648224552751,33.5845045045045,58.90000000000002,3.6,3.7,3.7,3.7,3.7,3.7,3.7,3.6,3.7,3.7,3.6,3.7,3.7,3.7,3.7,3.7,729.2292707651004
50.0,13.0,50.05316134320602,33.234258632362895,60.89999999999998,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.9,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,730.4648332885905
1.0,13.5,1.0173449860093366,45.15,1.6000000000000003,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,641.8781671946302
3.0,13.5,3.0179996510144154,43.605555555555554,4.799999999999999,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,564.6710137986574
5.0,13.5,5.018764984101004,42.852842809364546,8.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,578.9295334228187
7.0,13.5,7.019357059946607,42.389021479713605,11.199999999999998,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,577.7002935838926
10.0,13.5,10.02181793515826,41.30050083472454,15.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,575.2642731812078
12.0,13.5,12.022292478276857,41.063025210084035,18.9,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.1,1.2,1.2,1.1,1.2,1.2,1.2,1.1,578.5568798926173
15.0,13.5,15.023139589057488,39.64333333333333,22.9,1.5,1.5,1.4,1.5,1.4,1.4,1.4,1.5,1.4,1.4,1.4,1.4,1.4,1.4,1.5,1.4,581.1479710067109
18.0,13.5,18.026503622688153,38.33457595526561,26.400000000000006,1.6,1.7,1.7,1.7,1.7,1.7,1.6,1.7,1.7,1.6,1.6,1.6,1.6,1.7,1.6,1.6,582.6412791409394
18.0,13.0,18.026503622688153,38.33457595526561,26.400000000000006,1.6,1.7,1.7,1.7,1.7,1.7,1.6,1.7,1.7,1.6,1.6,1.6,1.6,1.7,1.6,1.6,582.6412791409394
20.0,13.0,20.03139250402387,37.02542372881356,28.800000000000008,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,585.7281924295304
22.0,13.0,22.027887643517637,35.833333333333336,32.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,593.4972048322152
25.0,13.0,25.034559337471052,34.22110888443554,35.3,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.3,2.2,2.2,620.018818577181
27.0,13.0,27.03576089359317,33.378026070763504,36.8,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,621.0559037852349
30.0,13.0,30.036738698472348,32.24873096446701,40.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,623.5295029261746
32.0,13.0,32.03727278026673,31.192307692307693,42.00000000000001,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.7,2.7,2.7,2.6,2.7,2.6,624.6537999463089
35.0,13.0,35.044572372381026,31.799520383693046,45.29999999999999,2.8,2.8,2.8,2.8,2.9,2.9,2.8,2.8,2.9,2.8,2.8,2.8,2.8,2.9,2.8,2.9,667.7215493154359
37.0,13.0,37.0451798640732,32.09469350411711,47.699999999999996,3.0,2.9,3.0,3.0,3.0,3.0,2.9,3.0,3.0,3.0,2.9,3.0,3.0,3.0,3.0,3.0,676.2149764295308
40.0,13.0,40.043373420397415,32.833333333333336,51.20000000000001,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,678.8608412348995
42.0,13.0,42.04364319749185,32.99364827312426,52.899999999999984,3.3,3.3,3.3,3.3,3.3,3.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,678.7053444295303
45.0,13.0,45.053284345640314,33.45471556886228,55.6,3.4,3.5,3.4,3.5,3.5,3.4,3.5,3.5,3.5,3.5,3.5,3.5,3.4,3.5,3.5,3.5,681.2614546040267
47.0,13.0,47.05575117527393,33.669871794871796,57.600000000000016,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,679.5517594630874
50.0,13.0,50.0539867008617,33.15518978837756,59.10000000000002,3.7,3.7,3.7,3.7,3.7,3.6,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,702.250045852349
1.0,14.0,1.0172709666954596,44.46666666666667,1.6000000000000003,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,626.2670878926168
3.0,14.0,3.0180141442011466,43.513966480446925,4.799999999999999,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,559.1409464697988
5.0,14.0,5.019284649829939,43.2996632996633,7.600000000000001,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.5,0.4,0.4,0.5,0.5,0.5,0.5,0.4,559.447719218855
7.0,14.0,7.019322937040478,42.30310262529833,11.199999999999998,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,559.6777985723904
10.0,14.0,10.02042461224927,41.0016694490818,15.200000000000001,0.9,1.0,0.9,0.9,1.0,1.0,1.0,0.9,0.9,1.0,1.0,0.9,1.0,0.9,1.0,0.9,559.5609514093959
12.0,14.0,12.022835023898558,40.94965034965035,17.599999999999998,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,562.8463557583892
15.0,14.0,15.023876105631718,39.720982142857146,22.399999999999995,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,563.611194416107
18.0,14.0,18.02298467248786,38.204460966542754,25.700000000000006,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.7,1.6,1.6,1.6,1.6,1.6,565.4553015838927
20.0,14.0,20.02884386484503,37.07821698906644,28.300000000000004,1.7,1.7,1.7,1.8,1.7,1.8,1.7,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,566.9157729932883
22.0,14.0,22.02939629096599,35.80996168582376,30.299999999999994,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.8,1.9,1.9,1.9,1.9,587.4386160536908
25.0,14.0,25.033056992489858,34.203219315895375,33.60000000000001,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,590.164806442953
27.0,14.0,27.03617629752882,33.40634723086497,36.2,2.2,2.3,2.2,2.2,2.2,2.3,2.3,2.3,2.2,2.3,2.2,2.3,2.3,2.3,2.3,2.3,586.8530117583896
30.0,14.0,30.035631184438085,32.1966573816156,38.89999999999999,2.4,2.4,2.5,2.4,2.4,2.4,2.4,2.5,2.4,2.4,2.5,2.4,2.5,2.4,2.5,2.4,608.6574904697987
32.0,14.0,32.03549038504109,32.245113576333864,40.7,2.5,2.5,2.5,2.5,2.6,2.5,2.6,2.6,2.5,2.5,2.5,2.6,2.6,2.5,2.6,2.6,647.9088674362422
35.0,14.0,35.03843498541591,31.59343312409464,43.40000000000001,2.7,2.7,2.7,2.8,2.7,2.7,2.7,2.7,2.8,2.7,2.7,2.7,2.7,2.7,2.7,2.7,650.798980295302
37.0,14.0,37.04181551427232,32.09304426377597,46.399999999999984,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,648.3228520805376
40.0,14.0,40.047030736529905,33.37394603709949,48.900000000000006,3.1,3.0,3.0,3.0,3.1,3.1,3.1,3.0,3.1,3.1,3.1,3.0,3.0,3.1,3.0,3.1,651.4252834362414
42.0,14.0,42.04725866072763,33.129019292604504,50.10000000000001,3.1,3.2,3.1,3.1,3.2,3.2,3.1,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.1,654.4983555436238
45.0,14.0,45.050203054942386,33.34240954867587,53.19999999999999,3.3,3.3,3.4,3.3,3.3,3.3,3.3,3.3,3.3,3.4,3.3,3.4,3.3,3.4,3.3,3.3,654.1694659865765
47.0,14.0,47.05011750078119,33.62032085561497,55.199999999999996,3.5,3.4,3.5,3.4,3.5,3.5,3.5,3.5,3.4,3.5,3.4,3.5,3.4,3.4,3.4,3.4,656.6449756778525
50.0,14.0,50.05385932548281,33.261594928261594,57.600000000000016,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,701.038990604027
1.0,14.5,1.0171851267511045,46.7,1.6000000000000003,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,628.2250171275168
3.0,14.5,3.0183765800707856,43.353932584269664,4.799999999999999,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,559.51502947651
5.0,14.5,5.018535949268948,42.812709030100336,8.4,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.6,561.6601108686866
7.0,14.5,7.0214948175908525,42.16105769230769,10.399999999999997,0.7,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.7,0.6,0.6,0.6,0.7,0.7,0.7,0.7,565.127126765101
10.0,14.5,10.021300442950404,41.318333333333335,14.400000000000004,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,565.621670657718
12.0,14.5,12.022716333652982,40.627285513361464,17.5,1.1,1.1,1.1,1.1,1.1,1.1,1.0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,562.9287980671141
15.0,14.5,15.026034983302127,39.73601789709172,20.800000000000004,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,572.6690723221473
18.0,14.5,18.026023361014776,38.39554317548747,25.200000000000006,1.6,1.5,1.6,1.5,1.5,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.5,1.6,1.6,1.6,580.9923504966445
20.0,14.5,20.02762433409007,37.039199332777315,27.199999999999992,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,580.8201123221479
22.0,14.5,22.02980146344165,35.856818181818184,29.3,1.8,1.8,1.9,1.8,1.8,1.8,1.9,1.8,1.8,1.8,1.9,1.9,1.9,1.8,1.8,1.8,584.7824287785231
25.0,14.5,25.033060868758906,34.195945945945944,32.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,577.4623682147651
27.0,14.5,27.035300983562607,33.364263322884014,34.400000000000006,2.1,2.1,2.2,2.2,2.2,2.1,2.1,2.2,2.2,2.1,2.1,2.2,2.1,2.2,2.1,2.2,583.5057413154362
30.0,14.5,30.0394005161151,32.29961089494164,38.29999999999999,2.4,2.4,2.3,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,605.4366737181206
32.0,14.5,32.039639923684554,31.39047619047619,39.699999999999996,2.5,2.5,2.5,2.5,2.4,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.4,2.4,2.5,2.5,627.9749961879194
35.0,14.5,35.03919774116837,31.67159199237369,43.10000000000001,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.6,634.6100763489935
37.0,14.5,37.0433067161763,31.9711802378774,44.2,2.7,2.8,2.7,2.8,2.8,2.7,2.7,2.8,2.8,2.8,2.8,2.8,2.7,2.8,2.8,2.7,657.2444623892615
40.0,14.5,40.05127828103253,33.19235615287694,48.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,678.558355758389
42.0,14.5,42.04385273583679,33.04193290734824,48.900000000000006,3.0,3.1,3.1,3.1,3.0,3.1,3.0,3.0,3.1,3.0,3.1,3.0,3.1,3.1,3.0,3.1,677.751746147651
45.0,14.5,45.04745966430601,33.35679702048417,51.7,3.2,3.3,3.2,3.2,3.3,3.2,3.2,3.3,3.2,3.2,3.3,3.2,3.2,3.3,3.2,3.2,678.3333506577184
47.0,14.5,47.05807582353325,33.55055376920329,52.899999999999984,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.4,3.3,3.3,3.3,3.3,3.3,697.2572005369123
50.0,14.5,50.05758336326081,33.23384094754653,54.59999999999999,3.4,3.4,3.4,3.4,3.4,3.5,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.5,3.4,3.4,734.7277796510074
1.0,15.0,1.0174155975352592,43.483333333333334,1.6000000000000003,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,622.7802785503354
3.0,15.0,3.018524389345588,43.11797752808989,4.799999999999999,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,556.8264040805373
5.0,15.0,5.019484186114724,42.99662162162162,8.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,557.3004404832211
7.0,15.0,7.018784165770903,42.45584725536993,10.399999999999997,0.7,0.7,0.6,0.7,0.6,0.7,0.7,0.6,0.6,0.6,0.6,0.7,0.6,0.7,0.6,0.7,559.4555275167787
10.0,15.0,10.02091797790728,40.95309882747069,14.400000000000004,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,559.7554151946305
12.0,15.0,12.022788687170923,40.54608938547486,17.2,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.1,1.0,1.1,1.0,1.1,1.1,1.1,562.8386998120803
15.0,15.0,15.024820620750548,39.684151785714285,20.700000000000006,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.2,1.3,1.3,1.3,563.5359407248325
18.0,15.0,18.032679303632573,38.31539888682746,24.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,583.5057550604027
20.0,15.0,20.027838567992593,36.96997497914929,26.500000000000004,1.7,1.7,1.6,1.7,1.6,1.7,1.6,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,586.0603257986573
22.0,15.0,22.02973939459045,35.846330275229356,28.700000000000006,1.8,1.8,1.8,1.8,1.8,1.8,1.7,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,587.3512805369126
25.0,15.0,25.03204830510031,34.259209645010046,31.5,1.9,1.9,2.0,2.0,1.9,1.9,2.0,2.0,2.0,2.0,1.9,2.0,2.0,2.0,2.0,2.0,584.3340542281879
27.0,15.0,27.0321062670385,33.29090909090909,33.10000000000001,2.0,2.1,2.1,2.1,2.0,2.0,2.1,2.0,2.0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,579.7757422818792
30.0,15.0,30.03379466176319,32.15126050420168,36.2,2.2,2.3,2.3,2.3,2.2,2.3,2.3,2.3,2.3,2.2,2.3,2.2,2.2,2.3,2.3,2.2,586.344956563759
32.0,15.0,32.031756419848946,31.7742782152231,38.39999999999999,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,585.9580907382547
35.0,15.0,35.041176813199456,31.58764367816092,41.300000000000004,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.5,2.6,2.6,2.6,2.5,2.6,2.6,589.4326533154364
