rps,cpu_limit,req_rate,req_latency,cpu,cpu0,cpu1,cpu2,cpu3,cpu4,cpu5,cpu6,cpu7,cpu8,cpu9,cpu10,cpu11,cpu12,cpu13,cpu14,cpu15,memory_usage
47.0,8.0,47.1,33.8,96.8,6.0,6.1,6.1,6.1,6.0,6.0,6.1,6.1,6.0,6.0,6.1,6.0,6.0,6.1,6.0,6.1,665.3
50.0,8.0,50.0,39.8,98.7,6.2,6.2,6.2,6.1,6.1,6.2,6.1,6.2,6.1,6.1,6.2,6.2,6.2,6.2,6.2,6.2,679.1
1.0,8.5,1.0,43.1,2.8,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.2,625.5
3.0,8.5,3.0,43.4,8.1,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,554.0
5.0,8.5,5.0,43.4,11.2,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,557.2
7.0,8.5,7.0,42.1,17.9,1.1,1.1,1.1,1.1,1.1,1.2,1.1,1.1,1.2,1.1,1.1,1.1,1.1,1.1,1.2,1.1,561.9
10.0,8.5,10.0,41.9,25.2,1.6,1.6,1.6,1.6,1.6,1.6,1.5,1.6,1.6,1.6,1.5,1.6,1.6,1.5,1.6,1.5,559.4
12.0,8.5,12.0,40.6,29.2,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.8,1.8,1.8,1.9,1.8,1.8,1.8,561.7
15.0,8.5,15.0,39.6,36.4,2.3,2.3,2.2,2.3,2.3,2.3,2.2,2.3,2.3,2.2,2.3,2.3,2.3,2.3,2.3,2.2,561.7
18.0,8.5,18.0,38.2,42.3,2.7,2.6,2.7,2.6,2.6,2.6,2.6,2.7,2.6,2.7,2.6,2.7,2.6,2.7,2.7,2.6,562.5
20.0,8.5,20.0,37.1,46.9,2.9,2.9,2.9,2.9,3.0,2.9,2.9,2.9,3.0,2.9,3.0,3.0,3.0,2.9,2.9,2.9,561.5
22.0,8.5,22.0,35.8,50.3,3.1,3.1,3.1,3.2,3.1,3.2,3.2,3.1,3.2,3.1,3.2,3.2,3.1,3.2,3.1,3.1,567.5
25.0,8.5,25.0,34.1,56.0,3.5,3.5,3.5,3.5,3.5,3.4,3.5,3.5,3.5,3.5,3.5,3.5,3.6,3.5,3.5,3.5,583.5
27.0,8.5,27.0,33.3,58.8,3.7,3.7,3.7,3.7,3.7,3.6,3.7,3.7,3.6,3.7,3.7,3.6,3.7,3.7,3.6,3.7,585.1
30.0,8.5,30.0,32.2,64.1,4.1,4.0,4.0,4.0,4.0,4.0,4.1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.9,623.0
32.0,8.5,32.0,32.4,67.4,4.3,4.2,4.2,4.2,4.2,4.2,4.3,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,629.4
35.0,8.5,35.0,31.6,73.5,4.6,4.6,4.6,4.6,4.5,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,631.0
37.0,8.5,37.0,31.9,75.9,4.7,4.7,4.8,4.7,4.8,4.8,4.7,4.8,4.7,4.7,4.8,4.7,4.7,4.7,4.8,4.8,632.5
40.0,8.5,40.1,32.9,80.9,5.0,5.1,5.1,5.1,5.0,5.0,5.1,5.1,5.0,5.1,5.1,5.0,5.0,5.1,5.1,5.0,688.0
42.0,8.5,42.0,33.1,84.3,5.2,5.3,5.3,5.2,5.3,5.3,5.3,5.2,5.3,5.3,5.2,5.3,5.3,5.3,5.2,5.3,697.8
45.0,8.5,45.0,33.4,88.8,5.5,5.6,5.6,5.5,5.6,5.5,5.6,5.5,5.6,5.5,5.5,5.5,5.6,5.5,5.6,5.6,701.1
47.0,8.5,47.0,33.5,91.3,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.8,5.7,700.8
50.0,8.5,50.0,33.3,93.9,5.8,5.9,6.0,5.9,5.9,5.9,5.9,5.8,5.8,5.8,5.8,5.9,5.9,5.9,5.9,5.8,701.8
1.0,9.0,1.0,46.2,3.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,624.8
3.0,9.0,3.0,43.6,7.8,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,555.8
5.0,9.0,5.0,42.7,11.2,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,561.3
7.0,9.0,7.0,42.1,17.5,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,561.8
10.0,9.0,10.0,41.2,23.8,1.5,1.5,1.4,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.4,566.8
12.0,9.0,12.0,40.4,27.7,1.7,1.7,1.7,1.7,1.7,1.8,1.7,1.8,1.7,1.8,1.8,1.7,1.7,1.7,1.7,1.8,568.4
15.0,9.0,15.0,39.7,34.0,2.1,2.1,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.0,2.2,2.2,2.1,2.2,2.2,2.1,568.7
18.0,9.0,18.0,38.2,40.0,2.6,2.5,2.5,2.5,2.4,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,567.4
20.0,9.0,20.0,37.2,43.7,2.8,2.7,2.7,2.7,2.7,2.8,2.7,2.7,2.8,2.7,2.7,2.7,2.7,2.8,2.8,2.7,586.0
22.0,9.0,22.0,35.8,46.9,3.0,3.0,3.0,2.9,2.9,2.9,2.9,2.9,2.9,3.0,3.0,3.0,2.9,2.9,2.9,2.8,588.5
25.0,9.0,25.0,34.0,51.8,3.2,3.2,3.2,3.2,3.2,3.2,3.3,3.3,3.2,3.2,3.3,3.3,3.2,3.2,3.3,3.3,590.9
27.0,9.0,27.0,33.3,55.8,3.5,3.5,3.5,3.5,3.5,3.5,3.4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.4,3.5,592.4
30.0,9.0,30.0,32.2,60.2,3.8,3.7,3.8,3.7,3.8,3.8,3.8,3.8,3.7,3.8,3.7,3.8,3.7,3.8,3.7,3.8,631.8
32.0,9.0,32.0,31.1,63.6,4.0,3.9,3.9,4.0,4.0,4.0,3.9,4.0,3.9,4.0,4.0,4.0,4.0,4.0,4.0,4.0,648.9
35.0,9.0,35.0,31.6,69.3,4.3,4.4,4.3,4.3,4.4,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.4,4.3,4.3,650.6
37.0,9.0,37.0,31.9,71.8,4.5,4.4,4.5,4.5,4.5,4.5,4.5,4.5,4.6,4.5,4.5,4.4,4.5,4.5,4.4,4.5,644.5
40.0,9.0,40.0,32.8,76.1,4.7,4.8,4.7,4.8,4.8,4.8,4.7,4.8,4.8,4.8,4.7,4.8,4.7,4.8,4.7,4.7,657.9
42.0,9.0,42.0,33.0,79.5,5.0,5.0,5.0,4.9,5.0,4.9,5.0,5.0,4.9,5.0,5.0,5.0,5.0,4.9,5.0,4.9,655.2
45.0,9.0,45.0,33.3,83.5,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.3,5.2,5.2,5.2,5.2,5.3,5.2,5.2,5.3,662.8
47.0,9.0,47.1,33.5,85.1,5.3,5.4,5.3,5.3,5.3,5.4,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.4,678.1
50.0,9.0,50.1,33.2,88.8,5.5,5.5,5.6,5.6,5.5,5.5,5.6,5.5,5.5,5.6,5.5,5.6,5.6,5.6,5.5,5.6,699.4
1.0,9.5,1.0,46.3,2.3,0.1,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,626.6
3.0,9.5,3.0,43.5,7.0,0.4,0.4,0.4,0.5,0.5,0.5,0.4,0.5,0.4,0.5,0.5,0.4,0.4,0.4,0.4,0.4,556.8
5.0,9.5,5.0,43.5,11.8,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0.8,0.8,0.7,0.8,0.8,0.7,0.7,0.7,0.8,557.7
7.0,9.5,7.0,42.2,16.2,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,556.9
10.0,9.5,10.0,41.7,22.4,1.4,1.3,1.4,1.4,1.4,1.4,1.4,1.5,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,560.7
12.0,9.5,12.0,40.8,25.7,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.7,562.9
15.0,9.5,15.0,39.7,32.1,2.0,2.1,2.0,2.0,2.0,2.0,2.0,2.0,2.1,2.0,2.0,2.0,1.9,2.0,2.0,2.0,558.6
18.0,9.5,18.0,38.2,38.0,2.4,2.4,2.4,2.4,2.4,2.3,2.4,2.4,2.4,2.4,2.3,2.3,2.4,2.4,2.3,2.4,563.0
20.0,9.5,20.0,37.4,41.2,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.5,2.6,2.6,2.5,2.5,2.6,2.6,2.6,2.5,562.7
22.0,9.5,22.0,36.0,45.1,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.9,2.8,2.8,2.8,2.9,2.8,2.9,2.8,583.2
25.0,9.5,25.0,34.3,49.7,3.2,3.1,3.1,3.0,3.1,3.1,3.2,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.1,586.6
27.0,9.5,27.0,33.4,52.9,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.4,3.3,3.3,3.3,3.3,3.3,3.3,589.4
30.0,9.5,30.0,32.2,57.6,3.6,3.6,3.6,3.5,3.6,3.6,3.6,3.6,3.7,3.6,3.6,3.6,3.6,3.6,3.6,3.6,586.0
32.0,9.5,32.0,32.1,60.0,3.8,3.8,3.7,3.7,3.8,3.7,3.7,3.8,3.7,3.7,3.8,3.8,3.7,3.7,3.8,3.8,587.2
35.0,9.5,35.0,31.7,64.4,4.0,4.1,4.0,4.0,4.0,4.0,4.0,4.1,4.0,4.0,4.1,4.0,4.0,4.0,4.1,4.0,611.6
37.0,9.5,37.0,32.1,68.4,4.3,4.3,4.3,4.2,4.3,4.2,4.2,4.3,4.3,4.3,4.3,4.2,4.3,4.3,4.3,4.3,651.8
40.0,9.5,40.0,33.4,71.9,4.4,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,652.8
42.0,9.5,42.0,33.1,74.1,4.6,4.6,4.6,4.7,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.7,4.7,4.7,4.6,4.7,649.5
45.0,9.5,45.0,33.4,78.3,4.9,4.9,4.9,4.9,4.9,4.8,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,659.0
47.0,9.5,47.0,33.6,81.7,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.2,5.1,5.1,5.1,666.0
50.0,9.5,50.1,33.2,84.6,5.3,5.3,5.3,5.3,5.3,5.3,5.2,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.2,5.3,678.1
1.0,10.0,1.0,43.9,2.0,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,628.5
3.0,10.0,3.0,43.3,6.6,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,547.2
5.0,10.0,5.0,43.5,11.7,0.8,0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.8,0.7,0.8,0.8,0.7,0.7,0.7,550.9
7.0,10.0,7.0,42.3,15.3,1.0,1.0,0.9,0.9,1.0,0.9,1.0,0.9,1.0,1.0,0.9,1.0,0.9,0.9,1.0,1.0,558.0
10.0,10.0,10.0,41.2,21.4,1.3,1.3,1.4,1.3,1.4,1.3,1.3,1.3,1.3,1.4,1.3,1.4,1.3,1.4,1.4,1.3,558.7
12.0,10.0,12.0,41.2,25.0,1.6,1.6,1.5,1.6,1.6,1.5,1.5,1.5,1.6,1.6,1.5,1.6,1.6,1.6,1.5,1.6,559.8
15.0,10.0,15.0,39.6,30.5,1.9,1.9,2.0,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,560.3
18.0,10.0,18.0,38.2,35.6,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2.2,2.3,2.2,2.2,2.2,2.3,2.2,2.2,2.2,566.9
20.0,10.0,20.0,37.1,39.4,2.5,2.5,2.4,2.5,2.4,2.4,2.5,2.4,2.5,2.5,2.5,2.5,2.4,2.4,2.5,2.5,569.3
22.0,10.0,22.0,35.8,42.1,2.6,2.6,2.6,2.6,2.6,2.7,2.6,2.7,2.6,2.6,2.7,2.6,2.7,2.6,2.6,2.7,571.9
25.0,10.0,25.0,34.2,46.9,2.9,3.0,3.0,2.9,3.0,3.0,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,3.0,2.9,592.3
27.0,10.0,27.0,33.4,49.6,3.1,3.1,3.1,3.1,3.1,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,646.9
30.0,10.0,30.0,32.2,54.4,3.4,3.4,3.4,3.4,3.4,3.5,3.4,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,651.4
32.0,10.0,32.0,32.2,57.3,3.6,3.6,3.6,3.6,3.5,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.5,3.6,3.5,650.6
35.0,10.0,35.0,31.6,62.1,3.9,3.9,3.9,3.9,3.8,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.8,3.9,3.8,653.4
37.0,10.0,37.0,32.1,64.6,4.0,4.1,4.0,4.1,4.0,4.1,4.1,4.0,4.1,4.0,4.0,4.0,4.0,4.0,4.0,4.1,655.8
40.0,10.0,40.0,32.3,69.0,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.4,4.3,4.3,4.3,4.3,4.3,4.4,4.3,660.1
42.0,10.0,42.1,33.1,71.1,4.4,4.5,4.4,4.5,4.5,4.4,4.4,4.4,4.5,4.4,4.4,4.4,4.5,4.5,4.5,4.4,663.6
45.0,10.0,45.0,33.4,74.5,4.7,4.6,4.7,4.6,4.7,4.7,4.6,4.6,4.6,4.7,4.7,4.6,4.6,4.7,4.7,4.7,683.5
47.0,10.0,47.1,33.6,77.2,4.8,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.9,4.8,4.9,4.8,4.8,4.8,685.4
50.0,10.0,50.0,33.3,79.6,4.9,5.0,5.0,5.0,4.9,5.0,4.9,5.0,5.0,5.0,5.0,4.9,5.0,5.0,5.0,5.0,687.0
1.0,10.5,1.0,44.8,1.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,628.3
3.0,10.5,3.0,43.0,6.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,569.5
5.0,10.5,5.0,42.9,11.0,0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.7,0.7,0.7,0.6,0.7,0.7,0.7,0.7,0.7,574.1
7.0,10.5,7.0,42.4,14.5,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,580.5
10.0,10.5,10.0,41.2,20.7,1.3,1.3,1.3,1.3,1.3,1.3,1.2,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,578.2
12.0,10.5,12.0,40.2,23.8,1.4,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.4,582.2
15.0,10.5,15.0,39.5,28.5,1.8,1.8,1.8,1.8,1.8,1.8,1.7,1.8,1.8,1.8,1.8,1.8,1.7,1.7,1.8,1.8,582.5
18.0,10.5,18.0,38.2,33.7,2.1,2.1,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,604.9
20.0,10.5,20.0,37.2,37.7,2.4,2.4,2.4,2.3,2.4,2.4,2.3,2.4,2.4,2.4,2.4,2.3,2.3,2.3,2.3,2.3,604.9
22.0,10.5,22.0,35.8,40.4,2.5,2.6,2.5,2.5,2.5,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.5,605.1
25.0,10.5,25.0,34.1,44.9,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.9,2.8,2.8,2.8,2.8,2.8,2.8,2.8,607.1
27.0,10.5,27.0,33.4,47.9,3.0,3.0,3.0,2.9,3.0,2.9,3.0,3.0,3.0,3.0,3.0,3.1,3.0,3.0,3.0,3.0,625.7
30.0,10.5,30.0,32.1,51.9,3.2,3.2,3.2,3.3,3.3,3.3,3.2,3.3,3.2,3.2,3.2,3.2,3.2,3.3,3.3,3.3,627.9
32.0,10.5,32.0,32.2,53.7,3.3,3.4,3.3,3.4,3.4,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.3,3.4,3.3,629.9
35.0,10.5,35.0,31.6,58.7,3.7,3.7,3.7,3.6,3.7,3.7,3.7,3.7,3.7,3.6,3.6,3.7,3.6,3.7,3.7,3.6,631.6
37.0,10.5,37.0,32.1,60.9,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.9,3.8,3.8,3.8,3.8,3.8,633.3
40.0,10.5,40.0,33.1,64.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,653.4
42.0,10.5,42.0,33.1,68.1,4.3,4.2,4.3,4.2,4.2,4.2,4.3,4.3,4.3,4.2,4.2,4.3,4.3,4.2,4.3,4.3,669.9
45.0,10.5,45.0,33.4,71.8,4.5,4.5,4.5,4.5,4.5,4.4,4.5,4.5,4.4,4.5,4.5,4.5,4.5,4.5,4.5,4.5,688.4
47.0,10.5,47.0,33.5,73.7,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.7,4.6,4.6,4.6,685.0
50.0,10.5,50.1,33.1,76.6,4.7,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.7,4.8,4.8,695.8
1.0,11.0,1.0,44.6,1.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,622.7
3.0,11.0,3.0,43.5,6.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,541.6
5.0,11.0,5.0,42.9,9.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,548.8
7.0,11.0,7.0,42.1,14.1,0.9,0.8,0.9,0.8,0.9,0.9,0.9,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,556.5
10.0,11.0,10.0,41.3,19.4,1.3,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.2,558.6
12.0,11.0,12.0,40.5,22.5,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.5,1.4,1.4,1.4,1.4,559.4
15.0,11.0,15.0,39.7,27.2,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,562.5
18.0,11.0,18.0,38.3,32.3,2.0,2.0,2.0,2.0,2.1,2.1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.1,2.0,2.0,561.5
20.0,11.0,20.0,37.1,36.0,2.3,2.3,2.2,2.3,2.3,2.2,2.3,2.2,2.2,2.2,2.3,2.2,2.2,2.3,2.2,2.3,561.6
22.0,11.0,22.0,35.8,38.5,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.5,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,567.8
25.0,11.0,25.0,34.2,42.8,2.7,2.7,2.7,2.7,2.6,2.6,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.6,2.6,598.8
27.0,11.0,27.0,33.3,45.4,2.8,2.8,2.8,2.9,2.9,2.8,2.8,2.8,2.9,2.9,2.9,2.8,2.8,2.9,2.8,2.8,600.9
30.0,11.0,30.0,32.1,49.4,3.1,3.1,3.1,3.1,3.0,3.1,3.1,3.1,3.1,3.0,3.1,3.1,3.1,3.1,3.1,3.1,602.1
32.0,11.0,32.0,31.4,52.5,3.3,3.3,3.2,3.3,3.3,3.3,3.2,3.3,3.3,3.3,3.3,3.2,3.3,3.3,3.3,3.3,603.9
35.0,11.0,35.0,31.7,56.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.6,3.5,3.5,3.5,3.6,3.5,3.5,3.5,3.5,623.6
37.0,11.0,37.0,32.1,58.8,3.6,3.7,3.7,3.7,3.6,3.7,3.7,3.6,3.7,3.7,3.7,3.6,3.7,3.7,3.7,3.7,640.1
40.0,11.0,40.0,32.4,62.3,3.9,3.9,3.9,3.9,3.9,3.9,3.8,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,650.0
42.0,11.0,42.0,33.1,64.1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.1,4.0,4.0,4.0,648.8
45.0,11.0,45.0,33.4,68.1,4.2,4.2,4.3,4.2,4.3,4.2,4.3,4.2,4.2,4.3,4.3,4.3,4.2,4.3,4.3,4.3,673.1
47.0,11.0,47.0,33.5,70.1,4.3,4.4,4.4,4.4,4.3,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.3,675.6
50.0,11.0,50.1,33.2,72.3,4.5,4.6,4.5,4.5,4.5,4.5,4.5,4.6,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.6,677.0
1.0,11.5,1.0,44.3,1.7,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,625.2
3.0,11.5,3.0,43.1,6.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.4,0.4,0.4,549.8
5.0,11.5,5.0,43.5,9.4,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.6,556.1
7.0,11.5,7.0,42.5,13.0,0.8,0.8,0.9,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.8,0.8,0.8,0.8,0.8,557.2
10.0,11.5,10.0,41.5,18.6,1.2,1.1,1.2,1.1,1.2,1.2,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.1,1.2,1.2,559.7
12.0,11.5,12.0,40.4,21.7,1.3,1.4,1.3,1.4,1.3,1.4,1.3,1.4,1.4,1.4,1.3,1.4,1.4,1.4,1.3,1.3,562.3
15.0,11.5,15.0,39.7,26.0,1.6,1.6,1.6,1.6,1.7,1.7,1.6,1.6,1.6,1.7,1.6,1.6,1.6,1.7,1.6,1.6,561.2
18.0,11.5,18.0,37.9,31.3,2.0,2.0,2.0,1.9,1.9,2.0,1.9,1.9,2.0,2.0,1.9,2.0,1.9,1.9,2.0,2.0,563.7
20.0,11.5,20.0,36.9,34.5,2.1,2.1,2.2,2.1,2.1,2.2,2.2,2.1,2.2,2.2,2.2,2.2,2.2,2.1,2.1,2.2,565.2
22.0,11.5,22.0,35.8,36.8,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,565.4
25.0,11.5,25.0,34.1,40.8,2.6,2.5,2.6,2.5,2.5,2.5,2.5,2.6,2.5,2.6,2.5,2.5,2.6,2.6,2.6,2.6,567.1
27.0,11.5,27.0,33.4,43.7,2.7,2.8,2.7,2.7,2.7,2.7,2.8,2.7,2.7,2.7,2.8,2.8,2.8,2.7,2.7,2.7,588.4
30.0,11.5,30.0,32.2,47.2,3.0,3.0,2.9,3.0,3.0,2.9,2.9,3.0,2.9,2.9,2.9,3.0,2.9,3.0,3.0,2.9,628.5
32.0,11.5,32.0,31.1,50.0,3.1,3.1,3.1,3.2,3.2,3.1,3.1,3.1,3.1,3.2,3.1,3.1,3.2,3.1,3.1,3.1,650.2
35.0,11.5,35.0,31.6,54.0,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.3,3.4,3.4,3.3,3.4,3.4,3.3,3.4,3.4,653.2
37.0,11.5,37.0,32.0,56.7,3.5,3.6,3.5,3.6,3.6,3.5,3.5,3.6,3.6,3.5,3.6,3.5,3.5,3.5,3.5,3.6,655.0
40.0,11.5,40.0,32.4,59.7,3.7,3.7,3.8,3.8,3.8,3.7,3.8,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.8,676.8
42.0,11.5,42.0,33.1,62.1,3.9,3.9,3.9,3.9,3.9,3.8,3.9,3.9,3.9,3.8,3.9,3.8,3.9,3.9,3.9,3.9,676.3
45.0,11.5,45.0,33.3,64.2,4.0,4.0,4.0,4.0,4.0,4.0,4.1,4.0,4.0,4.0,4.1,4.0,4.0,4.0,4.0,4.0,665.4
47.0,11.5,47.1,33.5,67.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,677.9
50.0,11.5,50.1,33.2,69.8,4.3,4.4,4.4,4.4,4.4,4.4,4.3,4.4,4.4,4.3,4.4,4.4,4.3,4.4,4.3,4.3,677.3
1.0,12.0,1.0,44.7,1.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,641.0
3.0,12.0,3.0,43.2,6.0,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.3,578.3
5.0,12.0,5.0,43.4,9.8,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,586.8
7.0,12.0,7.0,42.3,12.7,0.8,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,592.6
10.0,12.0,10.02030726677831,41.3824027072758,17.7,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.1,1.1,1.1,1.1,597.5189957583893
12.0,12.0,12.021966403009408,40.99163179916318,21.100000000000005,1.4,1.3,1.3,1.3,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,590.9917185723907
15.0,12.0,15.024247396048182,39.630289532293986,25.70000000000001,1.6,1.6,1.6,1.7,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,591.3919020671138
18.0,12.0,18.027246874063326,38.18130841121496,30.099999999999994,1.9,1.9,1.9,1.9,1.9,1.8,1.8,1.9,1.9,1.9,1.9,1.9,1.8,1.9,1.9,1.9,597.1225359463093
